module_name,balancing,balancing,balancing,battery,battery,battery,battery,battery,grid,grid,grid,grid,grid,grid,grid,grid,load,load,load,load,load,load,load,load,load,renewable2.csv.gz,renewable2.csv.gz,renewable2.csv.gz,renewable2.csv.gz,renewable22.csv.gz,renewable22.csv.gz,renewable22.csv.gz,renewable22.csv.gz,balance,balance,balance,balance,balance,balance,balance,balance,balance,balance,net_load,action,converted_action,converted_action
module_number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
field,loss_load,overgeneration,reward,charge_amount,current_charge,discharge_amount,reward,soc,co2_per_kwh_current,co2_production,export_price_current,grid_export,grid_import,grid_status_current,import_price_current,reward,load_current,load_met,reward,load_current,load_met,reward,load_current,load_met,reward,curtailment,renewable_current,renewable_used,reward,curtailment,renewable_current,renewable_used,reward,reward,shaped_reward,overall_provided_to_microgrid,overall_absorbed_from_microgrid,flex_provided_to_microgrid,flex_absorbed_from_microgrid,controllable_provided_to_microgrid,controllable_absorbed_from_microgrid,fixed_provided_to_microgrid,fixed_absorbed_from_microgrid,,,battery_0,grid_0
4810,108532.69922824319,0.0,-1085326.9922824318,0.0,10.0,0.0,-0.0,0.01,0.359550328,35.9550328,0.0,0.0,100.0,1.0,0.11,-11.0,-55575.6335078033,55575.6335078033,0.0,-45056.09658917145,45056.09658917145,0.0,-52624.337324486005,52624.337324486005,0.0,0.0,257.18334946757017,257.18334946757017,0.0,0.0,44366.18484375,44366.18484375,0.0,-1085337.9922824318,-1085337.9922824318,153256.06742146076,153256.06742146076,153156.06742146076,0.0,100.0,0.0,0.0,153256.06742146076,108632.69922824319,1,0.0,100.0
4811,104373.304473097,0.0,-1043733.0447309699,0.0,10.0,0.0,-0.0,0.01,0.356558556,35.6558556,0.0,0.0,100.0,1.0,0.11,-11.0,-54589.03930196344,54589.03930196344,0.0,-43520.65053284252,43520.65053284252,0.0,-55458.672485580486,55458.672485580486,0.0,0.0,251.5515972894482,251.5515972894482,0.0,0.0,48843.506250000006,48843.506250000006,0.0,-1043744.0447309699,-1043744.0447309699,153568.36232038646,153568.36232038646,153468.36232038646,0.0,100.0,0.0,0.0,153568.36232038646,104473.304473097,1,0.0,100.0
4812,97295.22720114958,0.0,-972952.2720114958,0.0,10.0,0.0,-0.0,0.01,0.3709560289999999,37.09560289999999,0.0,0.0,100.0,1.0,0.11,-11.0,-52730.884441194416,52730.884441194416,0.0,-45255.27219092755,45255.27219092755,0.0,-55003.64612626381,55003.64612626381,0.0,0.0,471.18993223620527,471.18993223620527,0.0,0.0,55123.385625,55123.385625,0.0,-972963.2720114958,-972963.2720114958,152989.80275838578,152989.80275838578,152889.80275838578,0.0,100.0,0.0,0.0,152989.80275838578,97395.22720114957,1,0.0,100.0
4813,105419.13884859481,0.0,-1054191.388485948,0.0,10.0,0.0,-0.0,0.01,0.400256158,40.0256158,0.0,0.0,100.0,1.0,0.11,-11.0,-53465.616759263205,53465.616759263205,0.0,-45262.07113646234,45262.07113646234,0.0,-55334.279097684135,55334.279097684135,0.0,0.0,455.2333010648596,455.2333010648596,0.0,0.0,48087.594843750005,48087.594843750005,0.0,-1054202.388485948,-1054202.388485948,154061.96699340967,154061.96699340967,153961.96699340967,0.0,100.0,0.0,0.0,154061.96699340967,105519.13884859481,1,0.0,100.0
4814,107472.42986518284,0.0,-1074724.2986518284,0.0,10.0,0.0,-0.0,0.01,0.425752147,42.575214700000004,0.0,0.0,100.0,1.0,0.08,-8.0,-54150.1933901346,54150.1933901346,0.0,-45092.68139133485,45092.68139133485,0.0,-53598.2678553736,53598.2678553736,0.0,0.0,379.204646660213,379.204646660213,0.0,0.0,44889.508125,44889.508125,0.0,-1074732.2986518284,-1074732.2986518284,152841.14263684305,152841.14263684305,152741.14263684305,0.0,100.0,0.0,0.0,152841.14263684305,107572.42986518284,1,0.0,100.0
4815,124149.39972377697,0.0,-1241493.9972377697,0.0,10.0,0.0,-0.0,0.01,0.425095716,42.5095716,0.0,0.0,100.0,1.0,0.08,-8.0,-60281.61221392972,60281.61221392972,0.0,-46202.41682409108,46202.41682409108,0.0,-53144.39501810128,53144.39501810128,0.0,0.0,374.51151984511137,374.51151984511137,0.0,0.0,35004.512812500005,35004.512812500005,0.0,-1241501.9972377697,-1241501.9972377697,159628.42405612208,159628.42405612208,159528.42405612208,0.0,100.0,0.0,0.0,159628.42405612208,124249.39972377697,0,0.0,100.0
4816,134507.0781007695,0.0,-1345070.781007695,0.0,10.0,0.0,-0.0,0.01,0.444611418,44.4611418,0.0,0.0,100.0,1.0,0.08,-8.0,-67053.59481374577,67053.59481374577,0.0,-42391.67785465987,42391.67785465987,0.0,-48516.548684420966,48516.548684420966,0.0,0.0,328.5188770571152,328.5188770571152,0.0,0.0,23026.224375,23026.224375,0.0,-1345078.781007695,-1345078.781007695,157961.8213528266,157961.8213528266,157861.8213528266,0.0,100.0,0.0,0.0,157961.8213528266,134607.0781007695,0,0.0,100.0
4817,135408.64789069767,0.0,-1354086.4789069768,0.0,10.0,0.0,-0.0,0.01,0.455993098,45.5993098,0.0,0.0,100.0,1.0,0.11,-11.0,-78138.91457831964,78138.91457831964,0.0,-36336.06703951697,36336.06703951697,0.0,-32977.36879570109,32977.36879570109,0.0,0.0,139.85517909002905,139.85517909002905,0.0,0.0,11803.847343750002,11803.847343750002,0.0,-1354097.4789069768,-1354097.4789069768,147452.3504135377,147452.3504135377,147352.3504135377,0.0,100.0,0.0,0.0,147452.3504135377,135508.64789069767,0,0.0,100.0
4818,145054.53353039973,0.0,-1450545.3353039972,0.0,10.0,0.0,-0.0,0.01,0.456290571,45.6290571,0.0,0.0,100.0,1.0,0.11,-11.0,-79860.93648274243,79860.93648274243,0.0,-36504.74611745984,36504.74611745984,0.0,-32475.62727428022,32475.62727428022,0.0,0.0,81.66040658276864,81.66040658276864,0.0,0.0,3605.1159375,3605.1159375,0.0,-1450556.3353039972,-1450556.3353039972,148841.30987448248,148841.30987448248,148741.30987448248,0.0,100.0,0.0,0.0,148841.30987448248,145154.53353039973,0,0.0,100.0
4819,148798.83445022075,0.0,-1487988.3445022074,0.0,10.0,0.0,-0.0,0.01,0.450445459,45.0445459,0.0,0.0,100.0,1.0,0.11,-11.0,-87500.10088188364,87500.10088188364,0.0,-33542.3896351002,33542.3896351002,0.0,-27875.11644049732,27875.11644049732,0.0,0.0,18.772507260406584,18.772507260406584,0.0,0.0,0.0,0.0,0.0,-1487999.3445022074,-1487999.3445022074,148917.60695748116,148917.60695748116,148817.60695748116,0.0,100.0,0.0,0.0,148917.60695748116,148898.83445022075,0,0.0,100.0
4820,129850.56850909862,0.0,-1298505.6850909863,0.0,10.0,0.0,-0.0,0.01,0.446255916,44.6255916,0.0,0.0,100.0,1.0,0.11,-11.0,-83029.19186575498,83029.19186575498,0.0,-32576.4464289201,32576.4464289201,0.0,-14344.930214423535,14344.930214423535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1298516.6850909863,-1298516.6850909863,129950.56850909862,129950.56850909862,129850.56850909862,0.0,100.0,0.0,0.0,129950.56850909862,129950.56850909862,0,0.0,100.0
4821,90770.88746351178,0.0,-907708.8746351178,0.0,10.0,0.0,-0.0,0.01,0.43788608,43.788608,0.0,0.0,100.0,1.0,0.11,-11.0,-69041.49933926879,69041.49933926879,0.0,-10411.217549134266,10411.217549134266,0.0,-11418.170575108732,11418.170575108732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-907719.8746351178,-907719.8746351178,90870.88746351178,90870.88746351178,90770.88746351178,0.0,100.0,0.0,0.0,90870.88746351178,90870.88746351178,1,0.0,100.0
4822,74333.26368836977,0.0,-743332.6368836977,0.0,10.0,0.0,-0.0,0.01,0.43458916,43.458915999999995,0.0,0.0,100.0,1.0,0.11,-11.0,-54914.97883787685,54914.97883787685,0.0,-8940.092696151347,8940.092696151347,0.0,-10578.192154341572,10578.192154341572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-743343.6368836977,-743343.6368836977,74433.26368836977,74433.26368836977,74333.26368836977,0.0,100.0,0.0,0.0,74433.26368836977,74433.26368836977,1,0.0,100.0
4823,71742.63865986948,0.0,-717426.3865986948,0.0,10.0,0.0,-0.0,0.01,0.4300712779999999,43.00712779999999,0.0,0.0,100.0,1.0,0.11,-11.0,-52841.77732726292,52841.77732726292,0.0,-8575.857579392909,8575.857579392909,0.0,-10425.003753213648,10425.003753213648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-717437.3865986948,-717437.3865986948,71842.63865986948,71842.63865986948,71742.63865986948,0.0,100.0,0.0,0.0,71842.63865986948,71842.63865986948,1,0.0,100.0
4824,72223.77139520951,0.0,-722237.713952095,0.0,10.0,0.0,-0.0,0.01,0.433737194,43.3737194,0.0,0.0,100.0,1.0,0.08,-8.0,-53324.14503753885,53324.14503753885,0.0,-8575.857531711126,8575.857531711126,0.0,-10423.76882595953,10423.76882595953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-722245.713952095,-722245.713952095,72323.77139520951,72323.77139520951,72223.77139520951,0.0,100.0,0.0,0.0,72323.77139520951,72323.77139520951,0,0.0,100.0
4825,71237.37553595038,0.0,-712373.7553595039,0.0,10.0,0.0,-0.0,0.01,0.44889573,44.889573,0.0,0.0,100.0,1.0,0.08,-8.0,-52339.25875883321,52339.25875883321,0.0,-8575.857531711126,8575.857531711126,0.0,-10422.259245406043,10422.259245406043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-712381.7553595039,-712381.7553595039,71337.37553595038,71337.37553595038,71237.37553595038,0.0,100.0,0.0,0.0,71337.37553595038,71337.37553595038,0,0.0,100.0
4826,70894.43709571585,0.0,-708944.3709571585,0.0,10.0,0.0,-0.0,0.01,0.455578391,45.5578391,0.0,0.0,100.0,1.0,0.08,-8.0,-51998.196970239296,51998.196970239296,0.0,-8575.857534691238,8575.857534691238,0.0,-10420.382590785315,10420.382590785315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-708952.3709571585,-708952.3709571585,70994.43709571585,70994.43709571585,70894.43709571585,0.0,100.0,0.0,0.0,70994.43709571585,70994.43709571585,0,0.0,100.0
4827,72924.34250801745,0.0,-729243.4250801745,0.0,10.0,0.0,-0.0,0.01,0.4497714779999999,44.97714779999999,0.0,0.0,100.0,1.0,0.08,-8.0,-53358.549218837805,53358.549218837805,0.0,-8940.092651449677,8940.092651449677,0.0,-10725.70063772997,10725.70063772997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-729251.4250801745,-729251.4250801745,73024.34250801745,73024.34250801745,72924.34250801745,0.0,100.0,0.0,0.0,73024.34250801745,73024.34250801745,0,0.0,100.0
4828,77535.51772568071,0.0,-775355.1772568071,0.0,10.0,0.0,-0.0,0.01,0.429858197,42.9858197,0.0,0.0,100.0,1.0,0.08,-8.0,-57315.557079080354,57315.557079080354,0.0,-9647.424796293442,9647.424796293442,0.0,-10672.53585030692,10672.53585030692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-775363.1772568071,-775363.1772568071,77635.51772568071,77635.51772568071,77535.51772568071,0.0,100.0,0.0,0.0,77635.51772568071,77635.51772568071,0,0.0,100.0
4829,124186.58224633835,0.0,-1241865.8224633834,0.0,10.0,0.0,-0.0,0.01,0.396334543,39.6334543,0.0,0.0,100.0,1.0,0.11,-11.0,-74933.86599981299,74933.86599981299,0.0,-28988.701882378875,28988.701882378875,0.0,-23618.41860467772,23618.41860467772,0.0,0.0,56.31752178121975,56.31752178121975,0.0,0.0,3198.0867187500003,3198.0867187500003,0.0,-1241876.8224633834,-1241876.8224633834,127540.98648686957,127540.98648686957,127440.98648686957,0.0,100.0,0.0,0.0,127540.98648686957,124286.58224633835,0,0.0,100.0
4830,135005.34289105565,0.0,-1350053.4289105565,0.0,10.0,0.0,-0.0,0.01,0.375527331,37.552733100000005,0.0,0.0,100.0,1.0,0.11,-11.0,-83086.62934466508,83086.62934466508,0.0,-31812.412808568908,31812.412808568908,0.0,-25444.36990090855,25444.36990090855,0.0,0.0,179.2774443368829,179.2774443368829,0.0,0.0,5058.791718750001,5058.791718750001,0.0,-1350064.4289105565,-1350064.4289105565,140343.41205414254,140343.41205414254,140243.41205414254,0.0,100.0,0.0,0.0,140343.41205414254,135105.34289105565,0,0.0,100.0
4831,143554.7507034259,0.0,-1435547.507034259,0.0,10.0,0.0,-0.0,0.01,0.3543453829999999,35.43453829999999,0.0,0.0,100.0,1.0,0.11,-11.0,-73688.7700953047,73688.7700953047,0.0,-47913.67309692434,47913.67309692434,0.0,-40852.85755975082,40852.85755975082,0.0,0.0,367.94114230396906,367.94114230396906,0.0,0.0,18432.608906250003,18432.608906250003,0.0,-1435558.507034259,-1435558.507034259,162455.30075197987,162455.30075197987,162355.30075197987,0.0,100.0,0.0,0.0,162455.30075197987,143654.7507034259,1,0.0,100.0
4832,147561.9372091397,0.0,-1475619.372091397,0.0,10.0,0.0,-0.0,0.01,0.335347947,33.5347947,0.0,0.0,100.0,1.0,0.11,-11.0,-66996.78743120676,66996.78743120676,0.0,-46808.69422010125,46808.69422010125,0.0,-45038.94911104439,45038.94911104439,0.0,0.0,541.5868344627299,541.5868344627299,0.0,0.0,10640.90671875,10640.90671875,0.0,-1475630.372091397,-1475630.372091397,158844.43076235242,158844.43076235242,158744.43076235242,0.0,100.0,0.0,0.0,158844.43076235242,147661.9372091397,1,0.0,100.0
4833,109311.55492902092,0.0,-1093115.549290209,0.0,10.0,0.0,-0.0,0.01,0.321167736,32.116773599999995,0.0,0.0,100.0,1.0,0.11,-11.0,-56032.913196417634,56032.913196417634,0.0,-45384.94730161096,45384.94730161096,0.0,-45930.53596051797,45930.53596051797,0.0,0.0,722.7415295256535,722.7415295256535,0.0,0.0,37214.100000000006,37214.100000000006,0.0,-1093126.549290209,-1093126.549290209,147348.39645854657,147348.39645854657,147248.39645854657,0.0,100.0,0.0,0.0,147348.39645854657,109411.55492902092,1,0.0,100.0
4834,98203.52012575869,0.0,-982035.201257587,0.0,10.0,0.0,-0.0,0.01,0.316264323,31.6264323,0.0,0.0,100.0,1.0,0.11,-11.0,-56347.57455533838,56347.57455533838,0.0,-45473.96767188281,45473.96767188281,0.0,-46107.40681719071,46107.40681719071,0.0,0.0,840.0696999031946,840.0696999031946,0.0,0.0,48785.35921875,48785.35921875,0.0,-982046.201257587,-982046.201257587,147928.9490444119,147928.9490444119,147828.9490444119,0.0,100.0,0.0,0.0,147928.9490444119,98303.52012575869,1,0.0,100.0
4835,102341.47467816155,0.0,-1023414.7467816155,0.0,10.0,0.0,-0.0,0.01,0.313378106,31.337810599999997,0.0,0.0,100.0,1.0,0.11,-11.0,-56684.59408710653,56684.59408710653,0.0,-43946.581625062514,43946.581625062514,0.0,-51435.77562590296,51435.77562590296,0.0,0.0,898.264472410455,898.264472410455,0.0,0.0,48727.2121875,48727.2121875,0.0,-1023425.7467816155,-1023425.7467816155,152066.95133807202,152066.95133807202,151966.95133807202,0.0,100.0,0.0,0.0,152066.95133807202,102441.47467816155,1,0.0,100.0
4836,102102.8563677623,0.0,-1021028.563677623,0.0,10.0,0.0,-0.0,0.01,0.327278775,32.727877500000005,0.0,0.0,100.0,1.0,0.11,-11.0,-55026.28470838304,55026.28470838304,0.0,-45624.14711179167,45624.14711179167,0.0,-54108.71840407357,54108.71840407357,0.0,0.0,921.7301064859632,921.7301064859632,0.0,0.0,51634.56375,51634.56375,0.0,-1021039.563677623,-1021039.563677623,154759.15022424827,154759.15022424827,154659.15022424827,0.0,100.0,0.0,0.0,154759.15022424827,102202.8563677623,1,0.0,100.0
4837,105566.85971014039,0.0,-1055668.5971014039,0.0,10.0,0.0,-0.0,0.01,0.3602625789999999,36.02625789999999,0.0,0.0,100.0,1.0,0.11,-11.0,-55316.02067382271,55316.02067382271,0.0,-45857.5608865285,45857.5608865285,0.0,-49214.69305207621,49214.69305207621,0.0,0.0,878.5533397870281,878.5533397870281,0.0,0.0,43842.8615625,43842.8615625,0.0,-1055679.5971014039,-1055679.5971014039,150388.27461242743,150388.27461242743,150288.27461242743,0.0,100.0,0.0,0.0,150388.27461242743,105666.85971014039,1,0.0,100.0
4838,102935.43532543484,0.0,-1029354.3532543484,0.0,10.0,0.0,-0.0,0.01,0.385452946,38.545294600000005,0.0,0.0,100.0,1.0,0.08,-8.0,-55672.31866122139,55672.31866122139,0.0,-46138.993227342704,46138.993227342704,0.0,-46919.9107487052,46919.9107487052,0.0,0.0,806.2791868344627,806.2791868344627,0.0,0.0,44889.508125,44889.508125,0.0,-1029362.3532543484,-1029362.3532543484,148731.2226372693,148731.2226372693,148631.2226372693,0.0,100.0,0.0,0.0,148731.2226372693,103035.43532543484,1,0.0,100.0
4839,124912.48407363887,0.0,-1249124.8407363887,0.0,10.0,0.0,-0.0,0.01,0.410277422,41.0277422,0.0,0.0,100.0,1.0,0.08,-8.0,-61825.85062150154,61825.85062150154,0.0,-47001.39246015235,47001.39246015235,0.0,-49949.5279106987,49949.5279106987,0.0,0.0,678.626137463698,678.626137463698,0.0,0.0,33085.66078125,33085.66078125,0.0,-1249132.8407363887,-1249132.8407363887,158776.77099235257,158776.77099235257,158676.77099235257,0.0,100.0,0.0,0.0,158776.77099235257,125012.48407363887,0,0.0,100.0
4840,131978.62842644186,0.0,-1319786.2842644188,0.0,10.0,0.0,-0.0,0.01,0.429677838,42.9677838,0.0,0.0,100.0,1.0,0.08,-8.0,-68508.30726113073,68508.30726113073,0.0,-43292.67716022011,43292.67716022011,0.0,-43295.85042313917,43295.85042313917,0.0,0.0,515.3053242981607,515.3053242981607,0.0,0.0,22502.90109375,22502.90109375,0.0,-1319794.2842644188,-1319794.2842644188,155096.83484449002,155096.83484449002,154996.83484449002,0.0,100.0,0.0,0.0,155096.83484449002,132078.62842644186,0,0.0,100.0
4841,135999.6166957353,0.0,-1359996.1669573532,0.0,10.0,0.0,-0.0,0.01,0.4385557329999999,43.85557329999999,0.0,0.0,100.0,1.0,0.11,-11.0,-79121.42527305514,79121.42527305514,0.0,-37523.47344558709,37523.47344558709,0.0,-31127.53970007831,31127.53970007831,0.0,0.0,334.1506292352372,334.1506292352372,0.0,0.0,11338.67109375,11338.67109375,0.0,-1360007.1669573532,-1360007.1669573532,147772.43841872056,147772.43841872053,147672.43841872056,0.0,100.0,0.0,0.0,147772.43841872053,136099.61669573528,0,0.0,100.0
4842,143150.68320551908,0.0,-1431506.8320551908,0.0,10.0,0.0,-0.0,0.01,0.441499871,44.1499871,0.0,0.0,100.0,1.0,0.11,-11.0,-80303.25576392887,80303.25576392887,0.0,-36821.53372604304,36821.53372604304,0.0,-29652.35608758248,29652.35608758248,0.0,0.0,153.934559535334,153.934559535334,0.0,0.0,3372.5278125000004,3372.5278125000004,0.0,-1431517.8320551908,-1431517.8320551908,146777.14557755442,146777.1455775544,146677.14557755442,0.0,100.0,0.0,0.0,146777.1455775544,143250.68320551905,0,0.0,100.0
4843,145032.95867223223,0.0,-1450329.5867223223,0.0,10.0,0.0,-0.0,0.01,0.4410862239999999,44.108622399999994,0.0,0.0,100.0,1.0,0.11,-11.0,-87664.76057967007,87664.76057967007,0.0,-33702.04326661938,33702.04326661938,0.0,-23794.313586833385,23794.313586833385,0.0,0.0,28.15876089060988,28.15876089060988,0.0,0.0,0.0,0.0,0.0,-1450340.5867223223,-1450340.5867223223,145161.11743312282,145161.11743312282,145061.11743312282,0.0,100.0,0.0,0.0,145161.11743312282,145132.95867223223,0,0.0,100.0
4844,126846.28499517156,0.0,-1268462.8499517157,0.0,10.0,0.0,-0.0,0.01,0.444209632,44.4209632,0.0,0.0,100.0,1.0,0.11,-11.0,-83233.05854587289,83233.05854587289,0.0,-33297.92066001069,33297.92066001069,0.0,-10415.305789287986,10415.305789287986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1268473.8499517157,-1268473.8499517157,126946.28499517156,126946.28499517156,126846.28499517156,0.0,100.0,0.0,0.0,126946.28499517156,126946.28499517156,0,0.0,100.0
4845,90421.72415731962,0.0,-904217.2415731963,0.0,10.0,0.0,-0.0,0.01,0.43683316,43.683316,0.0,0.0,100.0,1.0,0.11,-11.0,-69694.35550513364,69694.35550513364,0.0,-10411.217498472372,10411.217498472372,0.0,-10416.151153713608,10416.151153713608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-904228.2415731963,-904228.2415731963,90521.72415731962,90521.72415731962,90421.72415731962,0.0,100.0,0.0,0.0,90521.72415731962,90521.72415731962,1,0.0,100.0
4846,74804.0076642473,0.0,-748040.076642473,0.0,10.0,0.0,-0.0,0.01,0.430208681,43.0208681,0.0,0.0,100.0,1.0,0.11,-11.0,-55402.32195467798,55402.32195467798,0.0,-8940.09264548945,8940.09264548945,0.0,-10561.593064079876,10561.593064079876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-748051.076642473,-748051.076642473,74904.0076642473,74904.0076642473,74804.0076642473,0.0,100.0,0.0,0.0,74904.0076642473,74904.0076642473,1,0.0,100.0
4847,72792.91879851936,0.0,-727929.1879851936,0.0,10.0,0.0,-0.0,0.01,0.427412113,42.741211299999996,0.0,0.0,100.0,1.0,0.11,-11.0,-53907.581655155125,53907.581655155125,0.0,-8575.857525750904,8575.857525750904,0.0,-10409.479617613322,10409.479617613322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-727940.1879851936,-727940.1879851936,72892.91879851936,72892.91879851936,72792.91879851936,0.0,100.0,0.0,0.0,72892.91879851936,72892.91879851936,1,0.0,100.0
4848,72692.44733721529,0.0,-726924.4733721529,0.0,10.0,0.0,-0.0,0.01,0.434092545,43.4092545,0.0,0.0,100.0,1.0,0.08,-8.0,-55295.91113017275,55295.91113017275,0.0,-7090.548254037591,7090.548254037591,0.0,-10405.987953004944,10405.987953004944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-726932.4733721529,-726932.4733721529,72792.44733721529,72792.44733721529,72692.44733721529,0.0,100.0,0.0,0.0,72792.44733721529,72792.44733721529,0,0.0,100.0
4849,69060.18919007297,0.0,-690601.8919007296,0.0,10.0,0.0,-0.0,0.01,0.451781615,45.1781615,0.0,0.0,100.0,1.0,0.08,-8.0,-51665.92055630646,51665.92055630646,0.0,-7090.548254037591,7090.548254037591,0.0,-10403.720379728918,10403.720379728918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-690609.8919007296,-690609.8919007296,69160.18919007297,69160.18919007297,69060.18919007297,0.0,100.0,0.0,0.0,69160.18919007297,69160.18919007297,0,0.0,100.0
4850,68456.18166753121,0.0,-684561.8166753121,0.0,10.0,0.0,-0.0,0.01,0.4660675179999999,46.60675179999999,0.0,0.0,100.0,1.0,0.08,-8.0,-51063.15627905145,51063.15627905145,0.0,-7090.548257017703,7090.548257017703,0.0,-10402.477131462058,10402.477131462058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-684569.8166753121,-684569.8166753121,68556.18166753121,68556.18166753121,68456.18166753121,0.0,100.0,0.0,0.0,68556.18166753121,68556.18166753121,0,0.0,100.0
4851,70183.5328076805,0.0,-701835.328076805,0.0,10.0,0.0,-0.0,0.01,0.464829263,46.4829263,0.0,0.0,100.0,1.0,0.08,-8.0,-52368.03858674072,52368.03858674072,0.0,-7454.783376756252,7454.783376756252,0.0,-10460.710844183532,10460.710844183532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-701843.328076805,-701843.328076805,70283.5328076805,70283.5328076805,70183.5328076805,0.0,100.0,0.0,0.0,70283.5328076805,70283.5328076805,0,0.0,100.0
4852,71111.10493914913,0.0,-711111.0493914912,0.0,10.0,0.0,-0.0,0.01,0.444736054,44.4736054,0.0,0.0,100.0,1.0,0.08,-8.0,-53335.746102033714,53335.746102033714,0.0,-7419.460887233419,7419.460887233419,0.0,-10455.897949881986,10455.897949881986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-711119.0493914912,-711119.0493914912,71211.10493914913,71211.10493914913,71111.10493914913,0.0,100.0,0.0,0.0,71211.10493914913,71211.10493914913,0,0.0,100.0
4853,102826.89889914033,0.0,-1028268.9889914033,0.0,10.0,0.0,-0.0,0.01,0.4202106129999999,42.02106129999999,0.0,0.0,100.0,1.0,0.11,-11.0,-67511.03626731242,67511.03626731242,0.0,-28193.38740565417,28193.38740565417,0.0,-9540.89521452684,9540.89521452684,0.0,0.0,50.685769603097775,50.685769603097775,0.0,0.0,2267.7342187500003,2267.7342187500003,0.0,-1028279.9889914033,-1028279.9889914033,105245.31888749343,105245.31888749343,105145.31888749343,0.0,100.0,0.0,0.0,105245.31888749343,102926.89889914033,0,0.0,100.0
4854,98759.96399924233,0.0,-987599.6399924234,0.0,10.0,0.0,-0.0,0.01,0.388781069,38.8781069,0.0,0.0,100.0,1.0,0.11,-11.0,-71244.60447038493,71244.60447038493,0.0,-28795.624756914443,28795.624756914443,0.0,-8607.351752975139,8607.351752975139,0.0,0.0,193.3568247821878,193.3568247821878,0.0,0.0,9594.26015625,9594.26015625,0.0,-987610.6399924234,-987610.6399924234,108647.58098027452,108647.58098027452,108547.58098027452,0.0,100.0,0.0,0.0,108647.58098027452,98859.96399924233,1,0.0,100.0
4855,109200.97571571599,0.0,-1092009.75715716,0.0,10.0,0.0,-0.0,0.01,0.361835562,36.1835562,0.0,0.0,100.0,1.0,0.11,-11.0,-78925.54220926308,78925.54220926308,0.0,-36218.58985293322,36218.58985293322,0.0,-8609.507113405944,8609.507113405944,0.0,0.0,381.0818973862537,381.0818973862537,0.0,0.0,14071.5815625,14071.5815625,0.0,-1092020.75715716,-1092020.75715716,123753.63917560225,123753.63917560223,123653.63917560225,0.0,100.0,0.0,0.0,123753.63917560223,109300.97571571598,1,0.0,100.0
4856,99752.18233545058,0.0,-997521.8233545057,0.0,10.0,0.0,-0.0,0.01,0.3512608,35.12608,0.0,0.0,100.0,1.0,0.11,-11.0,-68610.1713421818,68610.1713421818,0.0,-35096.11709589947,35096.11709589947,0.0,-8616.069766349223,8616.069766349223,0.0,0.0,550.0344627299129,550.0344627299129,0.0,0.0,11920.14140625,11920.14140625,0.0,-997532.8233545057,-997532.8233545057,112322.3582044305,112322.3582044305,112222.3582044305,0.0,100.0,0.0,0.0,112322.3582044305,99852.18233545058,1,0.0,100.0
4857,84267.4055600107,0.0,-842674.055600107,0.0,10.0,0.0,-0.0,0.01,0.345887402,34.588740200000004,0.0,0.0,100.0,1.0,0.11,-11.0,-58195.81435676513,58195.81435676513,0.0,-33440.89153806184,33440.89153806184,0.0,-8622.307348055208,8622.307348055208,0.0,0.0,715.2325266214908,715.2325266214908,0.0,0.0,15176.375156250002,15176.375156250002,0.0,-842685.055600107,-842685.055600107,100259.01324288218,100259.01324288218,100159.01324288218,0.0,100.0,0.0,0.0,100259.01324288218,84367.4055600107,1,0.0,100.0
4858,86497.19141709595,0.0,-864971.9141709595,0.0,10.0,0.0,-0.0,0.01,0.343647973,34.3647973,0.0,0.0,100.0,1.0,0.11,-11.0,-57094.04051369567,57094.04051369567,0.0,-33252.19752480075,33252.19752480075,0.0,-14709.573547252716,14709.573547252716,0.0,0.0,840.0696999031946,840.0696999031946,0.0,0.0,17618.55046875,17618.55046875,0.0,-864982.9141709595,-864982.9141709595,105055.81158574915,105055.81158574914,104955.81158574915,0.0,100.0,0.0,0.0,105055.81158574914,86597.19141709595,1,0.0,100.0
