module_name,balancing,balancing,balancing,battery,battery,battery,battery,battery,grid,grid,grid,grid,grid,grid,grid,grid,load,load,load,load,load,load,load,load,load,renewable2.csv.gz,renewable2.csv.gz,renewable2.csv.gz,renewable2.csv.gz,renewable22.csv.gz,renewable22.csv.gz,renewable22.csv.gz,renewable22.csv.gz,balance,balance,balance,balance,balance,balance,balance,balance,balance,balance,net_load,action,converted_action,converted_action
module_number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
field,loss_load,overgeneration,reward,charge_amount,current_charge,discharge_amount,reward,soc,co2_per_kwh_current,co2_production,export_price_current,grid_export,grid_import,grid_status_current,import_price_current,reward,load_current,load_met,reward,load_current,load_met,reward,load_current,load_met,reward,curtailment,renewable_current,renewable_used,reward,curtailment,renewable_current,renewable_used,reward,reward,shaped_reward,overall_provided_to_microgrid,overall_absorbed_from_microgrid,flex_provided_to_microgrid,flex_absorbed_from_microgrid,controllable_provided_to_microgrid,controllable_absorbed_from_microgrid,fixed_provided_to_microgrid,fixed_absorbed_from_microgrid,,,battery_0,grid_0
40,114974.48683574115,0.0,-1149744.8683574116,0.0,10.0,0.0,-0.0,0.01,0.164272143,16.4272143,0.0,0.0,100.0,1.0,0.08,-8.0,-48816.84611409267,48816.84611409267,0.0,-31443.8530344938,31443.8530344938,0.0,-35169.24025219582,35169.24025219582,0.0,0.0,6.570377541142304,6.570377541142304,0.0,0.0,348.88218750000004,348.88218750000004,0.0,-1149752.8683574116,-1149752.8683574116,115429.93940078228,115429.93940078228,115329.93940078228,0.0,100.0,0.0,0.0,115429.93940078228,115074.48683574115,1,0.0,100.0
41,109949.6897963875,0.0,-1099496.897963875,0.0,10.0,0.0,-0.0,0.01,0.170081495,17.0081495,0.0,0.0,100.0,1.0,0.11,-11.0,-54760.58338528286,54760.58338528286,0.0,-28336.94579778303,28336.94579778303,0.0,-26952.1606133216,26952.1606133216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1099507.897963875,-1099507.897963875,110049.6897963875,110049.6897963875,109949.6897963875,0.0,100.0,0.0,0.0,110049.6897963875,110049.6897963875,1,0.0,100.0
42,119460.85910411322,0.0,-1194608.591041132,0.0,10.0,0.0,-0.0,0.01,0.171532401,17.1532401,0.0,0.0,100.0,1.0,0.11,-11.0,-69596.36874409422,69596.36874409422,0.0,-22398.96093042873,22398.96093042873,0.0,-27565.529429590275,27565.529429590275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1194619.591041132,-1194619.591041132,119560.85910411322,119560.85910411322,119460.85910411322,0.0,100.0,0.0,0.0,119560.85910411322,119560.85910411322,1,0.0,100.0
43,121697.42434400017,0.0,-1216974.2434400017,0.0,10.0,0.0,-0.0,0.01,0.175561898,17.5561898,0.0,0.0,100.0,1.0,0.11,-11.0,-72513.99039225855,72513.99039225855,0.0,-21670.357772019404,21670.357772019404,0.0,-27613.076179722226,27613.076179722226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1216985.2434400017,-1216985.2434400017,121797.42434400017,121797.42434400017,121697.42434400017,0.0,100.0,0.0,0.0,121797.42434400017,121797.42434400017,1,0.0,100.0
44,123204.39918574001,0.0,-1232043.9918574002,0.0,10.0,0.0,-0.0,0.01,0.1788423519999999,17.88423519999999,0.0,0.0,100.0,1.0,0.11,-11.0,-78478.20508284341,78478.20508284341,0.0,-17215.789778767652,17215.789778767652,0.0,-27610.404324128947,27610.404324128947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1232054.9918574002,-1232054.9918574002,123304.39918574001,123304.39918574001,123204.39918574001,0.0,100.0,0.0,0.0,123304.39918574001,123304.39918574001,1,0.0,100.0
45,105240.59573122325,0.0,-1052405.9573122326,0.0,10.0,0.0,-0.0,0.01,0.177304381,17.7304381,0.0,0.0,100.0,1.0,0.11,-11.0,-76950.86994843346,76950.86994843346,0.0,-16484.596054150486,16484.596054150486,0.0,-11905.12972863929,11905.12972863929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1052416.9573122326,-1052416.9573122326,105340.59573122325,105340.59573122325,105240.59573122325,0.0,100.0,0.0,0.0,105340.59573122325,105340.59573122325,1,0.0,100.0
46,84003.95047209591,0.0,-840039.5047209591,0.0,10.0,0.0,-0.0,0.01,0.171966076,17.1966076,0.0,0.0,100.0,1.0,0.11,-11.0,-61813.27649805864,61813.27649805864,0.0,-10411.226218278562,10411.226218278562,0.0,-11879.447755758714,11879.447755758714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-840050.5047209591,-840050.5047209591,84103.95047209591,84103.95047209591,84003.95047209591,0.0,100.0,0.0,0.0,84103.95047209591,84103.95047209591,1,0.0,100.0
47,65065.579069171275,0.0,-650655.7906917128,0.0,10.0,0.0,-0.0,0.01,0.164751042,16.475104199999997,0.0,0.0,100.0,1.0,0.11,-11.0,-44189.50651459251,44189.50651459251,0.0,-8940.101365295643,8940.101365295643,0.0,-12035.971189283122,12035.971189283122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-650666.7906917128,-650666.7906917128,65165.579069171275,65165.579069171275,65065.579069171275,0.0,100.0,0.0,0.0,65165.579069171275,65165.579069171275,1,0.0,100.0
48,46802.89865551643,0.0,-468028.98655516433,0.0,10.0,0.0,-0.0,0.01,0.170001312,17.0001312,0.0,0.0,100.0,1.0,0.08,-8.0,-26443.26161173388,26443.26161173388,0.0,-8575.86628131843,8575.86628131843,0.0,-11883.77076246412,11883.77076246412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-468036.98655516433,-468036.98655516433,46902.89865551643,46902.89865551643,46802.89865551643,0.0,100.0,0.0,0.0,46902.89865551643,46902.89865551643,1,0.0,100.0
49,45470.65178364518,0.0,-454706.5178364518,0.0,10.0,0.0,-0.0,0.01,0.172759279,17.2759279,0.0,0.0,100.0,1.0,0.08,-8.0,-25111.78844221242,25111.78844221242,0.0,-8575.86628131843,8575.86628131843,0.0,-11882.997060114334,11882.997060114334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-454714.5178364518,-454714.5178364518,45570.65178364518,45570.65178364518,45470.65178364518,0.0,100.0,0.0,0.0,45570.65178364518,45570.65178364518,1,0.0,100.0
50,44069.956075690876,0.0,-440699.56075690873,0.0,10.0,0.0,-0.0,0.01,0.1671032,16.71032,0.0,0.0,100.0,1.0,0.08,-8.0,-23652.241414951608,23652.241414951608,0.0,-8633.396355962072,8633.396355962072,0.0,-11884.318304777194,11884.318304777194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-440707.56075690873,-440707.56075690873,44169.956075690876,44169.956075690876,44069.956075690876,0.0,100.0,0.0,0.0,44169.956075690876,44169.956075690876,1,0.0,100.0
51,44174.441680983466,0.0,-441744.41680983466,0.0,10.0,0.0,-0.0,0.01,0.160075053,16.0075053,0.0,0.0,100.0,1.0,0.08,-8.0,-23766.236120894297,23766.236120894297,0.0,-8621.922777758737,8621.922777758737,0.0,-11886.282782330434,11886.282782330434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-441752.41680983466,-441752.41680983466,44274.441680983466,44274.441680983466,44174.441680983466,0.0,100.0,0.0,0.0,44274.441680983466,44274.441680983466,1,0.0,100.0
52,46741.56106380001,0.0,-467415.6106380001,0.0,10.0,0.0,-0.0,0.01,0.170098685,17.0098685,0.0,0.0,100.0,1.0,0.08,-8.0,-25711.56285828512,25711.56285828512,0.0,-8997.7246637866,8997.7246637866,0.0,-12132.273541728287,12132.273541728287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-467423.6106380001,-467423.6106380001,46841.56106380001,46841.56106380001,46741.56106380001,0.0,100.0,0.0,0.0,46841.56106380001,46841.56106380001,1,0.0,100.0
53,55390.83187366629,0.0,-553908.3187366629,0.0,10.0,0.0,-0.0,0.01,0.18329244,18.329244,0.0,0.0,100.0,1.0,0.11,-11.0,-32935.45237416077,32935.45237416077,0.0,-10457.37214488427,10457.37214488427,0.0,-12098.007354621248,12098.007354621248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-553919.3187366629,-553919.3187366629,55490.83187366629,55490.83187366629,55390.83187366629,0.0,100.0,0.0,0.0,55490.83187366629,55490.83187366629,1,0.0,100.0
54,89005.03506509162,0.0,-890050.3506509162,0.0,10.0,0.0,-0.0,0.01,0.180231715,18.0231715,0.0,0.0,100.0,1.0,0.11,-11.0,-60691.58157614093,60691.58157614093,0.0,-12762.01033493394,12762.01033493394,0.0,-15651.44315401674,15651.44315401674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-890061.3506509162,-890061.3506509162,89105.03506509162,89105.03506509162,89005.03506509162,0.0,100.0,0.0,0.0,89105.03506509162,89105.03506509162,1,0.0,100.0
55,120077.67403249904,0.0,-1200776.7403249904,0.0,10.0,0.0,-0.0,0.01,0.1768929339999999,17.68929339999999,0.0,0.0,100.0,1.0,0.11,-11.0,-76484.76702356711,76484.76702356711,0.0,-15183.153474037928,15183.153474037928,0.0,-28567.900566144,28567.900566144,0.0,0.0,0.0,0.0,0.0,0.0,58.147031250000005,58.147031250000005,0.0,-1200787.7403249904,-1200787.7403249904,120235.82106374904,120235.82106374904,120135.82106374904,0.0,100.0,0.0,0.0,120235.82106374904,120177.67403249904,1,0.0,100.0
56,129251.67571997472,0.0,-1292516.7571997473,0.0,10.0,0.0,-0.0,0.01,0.177131423,17.7131423,0.0,0.0,100.0,1.0,0.11,-11.0,-62436.81191312695,62436.81191312695,0.0,-31251.54614268224,31251.54614268224,0.0,-37465.87563291552,37465.87563291552,0.0,0.0,0.0,0.0,0.0,0.0,1802.55796875,1802.55796875,0.0,-1292527.7571997473,-1292527.7571997473,131154.23368872472,131154.23368872472,131054.23368872472,0.0,100.0,0.0,0.0,131154.23368872472,129351.67571997472,1,0.0,100.0
57,117486.477416873,0.0,-1174864.77416873,0.0,10.0,0.0,-0.0,0.01,0.1754025169999999,17.54025169999999,0.0,0.0,100.0,1.0,0.11,-11.0,-54888.41696445257,54888.41696445257,0.0,-30154.497551115062,30154.497551115062,0.0,-36110.386163950585,36110.386163950585,0.0,0.0,194.2954501452081,194.2954501452081,0.0,0.0,3372.5278125000004,3372.5278125000004,0.0,-1174875.77416873,-1174875.77416873,121153.3006795182,121153.3006795182,121053.3006795182,0.0,100.0,0.0,0.0,121153.3006795182,117586.477416873,1,0.0,100.0
58,102443.58377546341,0.0,-1024435.8377546341,0.0,10.0,0.0,-0.0,0.01,0.175442807,17.5442807,0.0,0.0,100.0,1.0,0.11,-11.0,-42266.78300648652,42266.78300648652,0.0,-28694.93092044184,28694.93092044184,0.0,-36350.16511732136,36350.16511732136,0.0,0.0,290.973862536302,290.973862536302,0.0,0.0,4477.32140625,4477.32140625,0.0,-1024446.8377546341,-1024446.8377546341,107311.87904424971,107311.87904424971,107211.87904424971,0.0,100.0,0.0,0.0,107311.87904424971,102543.58377546341,1,0.0,100.0
59,100824.92844663133,0.0,-1008249.2844663132,0.0,10.0,0.0,-0.0,0.01,0.192481053,19.248105300000002,0.0,0.0,100.0,1.0,0.11,-11.0,-40253.72248509883,40253.72248509883,0.0,-28693.723140861257,28693.723140861257,0.0,-37156.609550916895,37156.609550916895,0.0,0.0,352.92313649564375,352.92313649564375,0.0,0.0,4826.20359375,4826.20359375,0.0,-1008260.2844663132,-1008260.2844663132,106104.05517687697,106104.05517687698,106004.05517687697,0.0,100.0,0.0,0.0,106104.05517687698,100924.92844663134,1,0.0,100.0
60,97564.12197049042,0.0,-975641.2197049042,0.0,10.0,0.0,-0.0,0.01,0.195465755,19.5465755,0.0,0.0,100.0,1.0,0.11,-11.0,-39041.33082463503,39041.33082463503,0.0,-27208.649816494253,27208.649816494253,0.0,-37193.51087936718,37193.51087936718,0.0,0.0,371.6956437560504,371.6956437560504,0.0,0.0,5407.67390625,5407.67390625,0.0,-975652.2197049042,-975652.2197049042,103443.49152049648,103443.49152049646,103343.49152049648,0.0,100.0,0.0,0.0,103443.49152049646,97664.1219704904,1,0.0,100.0
61,96487.52185139069,0.0,-964875.2185139069,0.0,10.0,0.0,-0.0,0.01,0.1883333639999999,18.83333639999999,0.0,0.0,100.0,1.0,0.11,-11.0,-36954.54736160069,36954.54736160069,0.0,-28690.65904685969,28690.65904685969,0.0,-35692.824571076475,35692.824571076475,0.0,0.0,331.3347531461762,331.3347531461762,0.0,0.0,4419.1743750000005,4419.1743750000005,0.0,-964886.2185139069,-964886.2185139069,101338.03097953687,101338.03097953687,101238.03097953687,0.0,100.0,0.0,0.0,101338.03097953687,96587.52185139069,1,0.0,100.0
62,97805.04519325175,0.0,-978050.4519325175,0.0,10.0,0.0,-0.0,0.01,0.182832629,18.2832629,0.0,0.0,100.0,1.0,0.08,-8.0,-36893.22615873012,36893.22615873012,0.0,-28689.26756724726,28689.26756724726,0.0,-35588.362435933625,35588.362435933625,0.0,0.0,242.1653436592449,242.1653436592449,0.0,0.0,3023.645625,3023.645625,0.0,-978058.4519325175,-978058.4519325175,101170.856161911,101170.856161911,101070.856161911,0.0,100.0,0.0,0.0,101170.856161911,97905.04519325175,1,0.0,100.0
63,96836.65945304687,0.0,-968366.5945304687,0.0,10.0,0.0,-0.0,0.01,0.177433068,17.7433068,0.0,0.0,100.0,1.0,0.08,-8.0,-36770.16878111889,36770.16878111889,0.0,-28688.926484548047,28688.926484548047,0.0,-35144.677140096544,35144.677140096544,0.0,0.0,120.14404646660212,120.14404646660212,0.0,0.0,3546.96890625,3546.96890625,0.0,-968374.5945304687,-968374.5945304687,100603.77240576348,100603.77240576348,100503.77240576348,0.0,100.0,0.0,0.0,100603.77240576348,96936.65945304687,1,0.0,100.0
64,110342.21000962461,0.0,-1103422.1000962462,0.0,10.0,0.0,-0.0,0.01,0.1738880069999999,17.38880069999999,0.0,0.0,100.0,1.0,0.08,-8.0,-44279.62525158651,44279.62525158651,0.0,-31418.314581751976,31418.314581751976,0.0,-34993.753557820484,34993.753557820484,0.0,0.0,16.895256534365924,16.895256534365924,0.0,0.0,232.588125,232.588125,0.0,-1103430.1000962462,-1103430.1000962462,110691.69339115897,110691.69339115897,110591.69339115897,0.0,100.0,0.0,0.0,110691.69339115897,110442.21000962461,1,0.0,100.0
65,108909.34558814018,0.0,-1089093.4558814017,0.0,10.0,0.0,-0.0,0.01,0.183734724,18.373472399999997,0.0,0.0,100.0,1.0,0.11,-11.0,-53735.4009912155,53735.4009912155,0.0,-28309.16423003082,28309.16423003082,0.0,-26964.780366893858,26964.780366893858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1089104.4558814017,-1089104.4558814017,109009.34558814018,109009.34558814018,108909.34558814018,0.0,100.0,0.0,0.0,109009.34558814018,109009.34558814018,1,0.0,100.0
66,117760.30824014191,0.0,-1177603.082401419,0.0,10.0,0.0,-0.0,0.01,0.188138513,18.8138513,0.0,0.0,100.0,1.0,0.11,-11.0,-67912.37798472485,67912.37798472485,0.0,-22369.542604988725,22369.542604988725,0.0,-27578.38765042833,27578.38765042833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1177614.082401419,-1177614.082401419,117860.30824014191,117860.30824014191,117760.30824014191,0.0,100.0,0.0,0.0,117860.30824014191,117860.30824014191,1,0.0,100.0
67,120017.78244190526,0.0,-1200177.8244190526,0.0,10.0,0.0,-0.0,0.01,0.188965016,18.8965016,0.0,0.0,100.0,1.0,0.11,-11.0,-70898.90268961468,70898.90268961468,0.0,-21641.580569882524,21641.580569882524,0.0,-27577.299182408053,27577.299182408053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1200188.8244190526,-1200188.8244190526,120117.78244190526,120117.78244190526,120017.78244190526,0.0,100.0,0.0,0.0,120117.78244190526,120117.78244190526,1,0.0,100.0
68,121489.77668365865,0.0,-1214897.7668365864,0.0,10.0,0.0,-0.0,0.01,0.188272785,18.8272785,0.0,0.0,100.0,1.0,0.11,-11.0,-76823.75164417697,76823.75164417697,0.0,-17189.35407108134,17189.35407108134,0.0,-27576.670968400347,27576.670968400347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1214908.7668365864,-1214908.7668365864,121589.77668365865,121589.77668365865,121489.77668365865,0.0,100.0,0.0,0.0,121589.77668365865,121589.77668365865,1,0.0,100.0
69,102209.43512150962,0.0,-1022094.3512150962,0.0,10.0,0.0,-0.0,0.01,0.188455708,18.8455708,0.0,0.0,100.0,1.0,0.11,-11.0,-73991.14532780484,73991.14532780484,0.0,-16461.610409604054,16461.610409604054,0.0,-11856.679384100737,11856.679384100737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1022105.3512150962,-1022105.3512150962,102309.43512150962,102309.43512150962,102209.43512150962,0.0,100.0,0.0,0.0,102309.43512150962,102309.43512150962,1,0.0,100.0
70,82334.41839998252,0.0,-823344.1839998252,0.0,10.0,0.0,-0.0,0.01,0.194178438,19.4178438,0.0,0.0,100.0,1.0,0.11,-11.0,-60157.85827137493,60157.85827137493,0.0,-10411.226268940458,10411.226268940458,0.0,-11865.333859667144,11865.333859667144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-823355.1839998252,-823355.1839998252,82434.41839998252,82434.41839998252,82334.41839998252,0.0,100.0,0.0,0.0,82434.41839998252,82434.41839998252,1,0.0,100.0
71,64064.413178906485,0.0,-640644.1317890648,0.0,10.0,0.0,-0.0,0.01,0.188020591,18.802059099999997,0.0,0.0,100.0,1.0,0.11,-11.0,-43199.61865146421,43199.61865146421,0.0,-8940.101407017202,8940.101407017202,0.0,-12024.69312042507,12024.69312042507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-640655.1317890648,-640655.1317890648,64164.413178906485,64164.413178906485,64064.413178906485,0.0,100.0,0.0,0.0,64164.413178906485,64164.413178906485,1,0.0,100.0
72,45975.44465377417,0.0,-459754.4465377417,0.0,10.0,0.0,-0.0,0.01,0.175812953,17.5812953,0.0,0.0,100.0,1.0,0.08,-8.0,-25630.51072767431,25630.51072767431,0.0,-8575.866329000213,8575.866329000213,0.0,-11869.067597099647,11869.067597099647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-459762.4465377417,-459762.4465377417,46075.44465377417,46075.44465377417,45975.44465377417,0.0,100.0,0.0,0.0,46075.44465377417,46075.44465377417,1,0.0,100.0
73,45043.70926776029,0.0,-450437.0926776029,0.0,10.0,0.0,-0.0,0.01,0.177078925,17.7078925,0.0,0.0,100.0,1.0,0.08,-8.0,-24698.76640391001,24698.76640391001,0.0,-8575.866331980325,8575.866331980325,0.0,-11869.076531869952,11869.076531869952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-450445.0926776029,-450445.0926776029,45143.70926776029,45143.70926776029,45043.70926776029,0.0,100.0,0.0,0.0,45143.70926776029,45143.70926776029,1,0.0,100.0
74,43636.6807374238,0.0,-436366.807374238,0.0,10.0,0.0,-0.0,0.01,0.178597808,17.8597808,0.0,0.0,100.0,1.0,0.08,-8.0,-23295.203881874342,23295.203881874342,0.0,-8575.866340920658,8575.866340920658,0.0,-11865.610514628794,11865.610514628794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-436374.807374238,-436374.807374238,43736.6807374238,43736.6807374238,43636.6807374238,0.0,100.0,0.0,0.0,43736.6807374238,43736.6807374238,1,0.0,100.0
75,43696.74443125283,0.0,-436967.4443125283,0.0,10.0,0.0,-0.0,0.01,0.186494801,18.649480099999998,0.0,0.0,100.0,1.0,0.08,-8.0,-23357.734788674075,23357.734788674075,0.0,-8575.866334960436,8575.866334960436,0.0,-11863.143307618318,11863.143307618318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-436975.4443125283,-436975.4443125283,43796.74443125283,43796.74443125283,43696.74443125283,0.0,100.0,0.0,0.0,43796.74443125283,43796.74443125283,1,0.0,100.0
76,45865.95266511679,0.0,-458659.5266511679,0.0,10.0,0.0,-0.0,0.01,0.18873142,18.873142,0.0,0.0,100.0,1.0,0.08,-8.0,-25083.569351292743,25083.569351292743,0.0,-8974.617633339363,8974.617633339363,0.0,-11907.765680484685,11907.765680484685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-458667.5266511679,-458667.5266511679,45965.95266511679,45965.95266511679,45865.95266511679,0.0,100.0,0.0,0.0,45965.95266511679,45965.95266511679,1,0.0,100.0
77,54474.30149654081,0.0,-544743.014965408,0.0,10.0,0.0,-0.0,0.01,0.1760157869999999,17.60157869999999,0.0,0.0,100.0,1.0,0.11,-11.0,-32203.60287697574,32203.60287697574,0.0,-10468.84706413777,10468.84706413777,0.0,-11901.851555427296,11901.851555427296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-544754.014965408,-544754.014965408,54574.30149654081,54574.30149654081,54474.30149654081,0.0,100.0,0.0,0.0,54574.30149654081,54574.30149654081,1,0.0,100.0
78,91216.62493947992,0.0,-912166.2493947992,0.0,10.0,0.0,-0.0,0.01,0.172187653,17.2187653,0.0,0.0,100.0,1.0,0.11,-11.0,-64659.77512750677,64659.77512750677,0.0,-12753.59417230233,12753.59417230233,0.0,-13903.255639670817,13903.255639670817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-912177.2493947992,-912177.2493947992,91316.62493947992,91316.62493947992,91216.62493947992,0.0,100.0,0.0,0.0,91316.62493947992,91316.62493947992,1,0.0,100.0
79,104282.97898491418,0.0,-1042829.7898491418,0.0,10.0,0.0,-0.0,0.01,0.170149274,17.014927399999998,0.0,0.0,100.0,1.0,0.11,-11.0,-63051.36724538423,63051.36724538423,0.0,-15172.409489707225,15172.409489707225,0.0,-26508.084437322723,26508.084437322723,0.0,0.0,0.0,0.0,0.0,0.0,348.88218750000004,348.88218750000004,0.0,-1042840.7898491418,-1042840.7898491418,104731.86117241418,104731.86117241418,104631.86117241418,0.0,100.0,0.0,0.0,104731.86117241418,104382.97898491418,1,0.0,100.0
80,114926.20707762004,0.0,-1149262.0707762004,0.0,10.0,0.0,-0.0,0.01,0.170767033,17.076703300000002,0.0,0.0,100.0,1.0,0.11,-11.0,-54725.51116572155,54725.51116572155,0.0,-31245.943384094386,31245.943384094386,0.0,-35567.2200278041,35567.2200278041,0.0,0.0,0.0,0.0,0.0,0.0,6512.467500000001,6512.467500000001,0.0,-1149273.0707762004,-1149273.0707762004,121538.67457762004,121538.67457762004,121438.67457762004,0.0,100.0,0.0,0.0,121538.67457762004,115026.20707762004,1,0.0,100.0
81,102309.64145499887,0.0,-1023096.4145499887,0.0,10.0,0.0,-0.0,0.01,0.166278493,16.6278493,0.0,0.0,100.0,1.0,0.11,-11.0,-53666.89610352252,53666.89610352252,0.0,-30155.621619364178,30155.621619364178,0.0,-35572.72271716783,35572.72271716783,0.0,0.0,122.95992255566313,122.95992255566313,0.0,0.0,16862.639062500002,16862.639062500002,0.0,-1023107.4145499887,-1023107.4145499887,119395.24044005453,119395.24044005453,119295.24044005453,0.0,100.0,0.0,0.0,119395.24044005453,102409.64145499887,1,0.0,100.0
82,84878.70496260418,0.0,-848787.0496260419,0.0,10.0,0.0,-0.0,0.01,0.1684239189999999,16.84239189999999,0.0,0.0,100.0,1.0,0.11,-11.0,-42821.453126044944,42821.453126044944,0.0,-28697.83415398593,28697.83415398593,0.0,-36387.32510074248,36387.32510074248,0.0,0.0,192.41819941916748,192.41819941916748,0.0,0.0,22735.48921875,22735.48921875,0.0,-848798.0496260419,-848798.0496260419,107906.61238077335,107906.61238077335,107806.61238077335,0.0,100.0,0.0,0.0,107906.61238077335,84978.70496260418,1,0.0,100.0
83,84754.49079342377,0.0,-847544.9079342377,0.0,10.0,0.0,-0.0,0.01,0.175109323,17.5109323,0.0,0.0,100.0,1.0,0.11,-11.0,-43485.253921535535,43485.253921535535,0.0,-28695.60887792286,28695.60887792286,0.0,-36571.310177381405,36571.310177381405,0.0,0.0,231.8404646660213,231.8404646660213,0.0,0.0,23665.84171875,23665.84171875,0.0,-847555.9079342377,-847555.9079342377,108752.17297683979,108752.17297683979,108652.17297683979,0.0,100.0,0.0,0.0,108752.17297683979,84854.49079342377,1,0.0,100.0
84,89037.1747122341,0.0,-890371.7471223411,0.0,10.0,0.0,-0.0,0.01,0.185303935,18.5303935,0.0,0.0,100.0,1.0,0.11,-11.0,-44974.27268423006,44974.27268423006,0.0,-27210.11346248629,27210.11346248629,0.0,-36505.40003635512,36505.40003635512,0.0,0.0,247.7970958373669,247.7970958373669,0.0,0.0,19304.814375,19304.814375,0.0,-890382.7471223411,-890382.7471223411,108689.78618307147,108689.78618307147,108589.78618307147,0.0,100.0,0.0,0.0,108689.78618307147,89137.1747122341,1,0.0,100.0
85,85007.58438827832,0.0,-850075.8438827832,0.0,10.0,0.0,-0.0,0.01,0.178140683,17.8140683,0.0,0.0,100.0,1.0,0.11,-11.0,-42566.77119214885,42566.77119214885,0.0,-28705.770187876897,28705.770187876897,0.0,-35744.46262481233,35744.46262481233,0.0,0.0,220.5769603097773,220.5769603097773,0.0,0.0,21688.842656250003,21688.842656250003,0.0,-850086.8438827832,-850086.8438827832,107017.0040048381,107017.00400483809,106917.0040048381,0.0,100.0,0.0,0.0,107017.00400483809,85107.58438827831,1,0.0,100.0
86,89802.3918080304,0.0,-898023.918080304,0.0,10.0,0.0,-0.0,0.01,0.177864594,17.7864594,0.0,0.0,100.0,1.0,0.08,-8.0,-41323.59085127288,41323.59085127288,0.0,-28690.851460737515,28690.851460737515,0.0,-35827.93602645322,35827.93602645322,0.0,0.0,240.28809293320427,240.28809293320427,0.0,0.0,15699.6984375,15699.6984375,0.0,-898031.918080304,-898031.918080304,105842.3783384636,105842.3783384636,105742.3783384636,0.0,100.0,0.0,0.0,105842.3783384636,89902.3918080304,1,0.0,100.0
87,96514.92243677385,0.0,-965149.2243677385,0.0,10.0,0.0,-0.0,0.01,0.172854695,17.2854695,0.0,0.0,100.0,1.0,0.08,-8.0,-39715.05009223061,39715.05009223061,0.0,-28691.22648094625,28691.22648094625,0.0,-35435.82073638862,35435.82073638862,0.0,0.0,75.09002904162634,75.09002904162634,0.0,0.0,7152.084843750001,7152.084843750001,0.0,-965157.2243677385,-965157.2243677385,103842.09730956548,103842.09730956548,103742.09730956548,0.0,100.0,0.0,0.0,103842.09730956548,96614.92243677385,1,0.0,100.0
88,111533.53448925988,0.0,-1115335.3448925987,0.0,10.0,0.0,-0.0,0.01,0.16626808,16.626808,0.0,0.0,100.0,1.0,0.08,-8.0,-45635.92998368967,45635.92998368967,0.0,-31425.32988338021,31425.32988338021,0.0,-35109.67728388531,35109.67728388531,0.0,0.0,14.079380445304938,14.079380445304938,0.0,0.0,523.32328125,523.32328125,0.0,-1115343.3448925987,-1115343.3448925987,112170.93715095519,112170.93715095519,112070.93715095519,0.0,100.0,0.0,0.0,112170.93715095519,111633.53448925988,1,0.0,100.0
89,107562.09527931837,0.0,-1075620.9527931837,0.0,10.0,0.0,-0.0,0.01,0.169422786,16.942278599999998,0.0,0.0,100.0,1.0,0.11,-11.0,-52362.98151481144,52362.98151481144,0.0,-28322.52078869264,28322.52078869264,0.0,-26976.59297581428,26976.59297581428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1075631.9527931837,-1075631.9527931837,107662.09527931837,107662.09527931837,107562.09527931837,0.0,100.0,0.0,0.0,107662.09527931837,107662.09527931837,1,0.0,100.0
